H3122_vitro_vehicle_rep1	H3122_vitro_vehicle_rep2	H3122_vitro_crizotinib_48h_rep1	H3122_vitro_crizotinib_48h_rep2
FREM3	0	0	0	0
FRG1	464.2754749818	568.498066770097	528.641653582977	510.841026745066
FRG1B	161.316054866558	152.643198650835	266.838167999027	285.168284006282
FRG2	0	0	0	0
FRG2B	0	0	0	0
FRG2C	0	0	0	0
FRK	582.311612689037	341.490232879111	347.393086640242	434.932922369293
FRMD1	0.983634480893644	0	0	1.0257851942672
FRMD3	24.5908620223411	20.5481228953047	24.1664755923647	22.5672742738784
FRMD4A	17.7054206560856	21.5266049379383	32.2219674564862	38.9798373821536
FRMD4B	396.404695800138	337.576304708577	378.608117613713	340.56068449671
FRMD5	154.430613500302	137.965968011332	87.6034740223219	107.707445398056
FRMD6	435.750075035884	382.586478669721	238.643946474601	260.549439343869
FRMD6-AS1	9.83634480893644	8.80633838370201	5.03468241507597	5.128925971336
FRMD7	0	0	0	0
FRMD8	2084.32146501363	1939.35140849971	1264.71222266708	1319.15975982762
FRMD8P1	14.7545172134047	20.5481228953047	19.1317931772887	12.3094223312064
FRMPD1	0	0	0	0
FRMPD2	10.8199792898301	13.6987485968698	53.3676335998053	53.3408301018944
FRMPD2P1	0	0	0	1.0257851942672
FRMPD4	1.96726896178729	0	2.01387296603039	3.0773555828016
FRRS1	156.397882462089	117.417845116027	96.6659023694587	108.733230592323
FRS2	468.210012905374	331.705412452776	455.135290322868	522.124663882005
FRS3	23.6072275414474	34.2468714921745	35.2427769055318	32.8251262165504
FRY	365.912026892435	281.802828278464	354.441642021349	387.746803433002
FRYL	1618.07872107004	1380.63816215595	1350.30182372338	1442.25398313968
FRZB	3.93453792357457	0.978482042633557	1.00693648301519	2.0515703885344
FSBP	0	0	0	0
FSCB	0	0	0	0
FSCN1	1327.90654920642	1457.938243524	459.163036254929	526.227804659074
FSCN2	21.6399585796602	15.6557126821369	28.1942215244254	31.7993410222832
FSCN3	0.983634480893644	1.95696408526711	0	1.0257851942672
FSD1	0	0	0	0
FSD1L	21.6399585796602	14.6772306395034	29.2011580074406	34.8766966050848
FSD2	0.983634480893644	0.978482042633557	2.01387296603039	0
FSHB	0	0	0	0
FSHR	0	0	0	0
FSIP1	15.7381516942983	14.6772306395034	9.06242834713675	5.128925971336
FSIP2	40.3290137166394	27.3974971937396	4.02774593206078	5.128925971336
FST	2.95090344268093	11.7417845116027	5.03468241507597	7.1804963598704
FSTL1	178.037841041749	159.49257294927	242.671692406662	211.311750019043
FSTL3	147.545172134047	168.298911332972	156.075154867355	142.584142003141
FSTL4	40.3290137166394	41.0962457906094	64.4439349129725	51.28925971336
FSTL5	1.96726896178729	0	2.01387296603039	1.0257851942672
FTCD	1.96726896178729	2.93544612790067	4.02774593206078	7.1804963598704
FTH1	16862.4459059597	21365.1554009037	13706.4194068028	12496.115236563
FTH1P3	144.594268691366	150.686234565568	127.88093334293	144.635712391675
FTHL17	0	0	0	0
FTL	13787.6045186862	15957.0851512681	9424.92548102222	8659.6786100037
FTLP10	0	0	0	0
FTMT	0	0	0	0
FTO	345.255702793669	346.382643092279	363.504070368485	331.328617748306
FTSJ1	388.535619952989	434.446026929299	384.649736511804	359.02481799352
FTSJ2	828.220232912448	913.902227819742	758.223171710442	695.482361713162
FTSJ3	2667.61671218356	2914.89800500537	2335.08570411224	2211.59287884008
FTSJD1	376.732006182265	363.995319859683	381.628927062759	384.6694478502
FTSJD2	816.416619141724	758.323583041007	867.979248359098	917.051963674877
FTX	14.7545172134047	15.6557126821369	22.1526026263343	26.6704150509472
FUBP1	2948.93617371914	2671.25597638961	2253.52384898801	2425.98198444193
FUBP3	2328.26281627525	2121.34906842955	2226.3365639466	2163.38097470953
FUCA1	2112.84686495955	2322.91636921206	1664.46600642412	1608.43118461097
FUCA2	1510.86256265264	1641.89286753911	1255.64979431995	1200.16867729262
FUK	145.577903172259	160.471054991903	170.172265629568	174.383483025424
FUNDC1	109.183427379194	170.255875418239	119.825441478808	109.75901578659
FUNDC2	638.378778099975	675.152609417155	762.250917642502	677.018228216352
FUNDC2P2	1.96726896178729	3.91392817053423	3.02080944904558	0
FURIN	3541.08413121712	3361.08581644627	3436.67421653086	3552.29412774731
FUS	5406.05510699147	5929.60117835936	4232.15403811286	4011.84589477902
FUT1	173.119668637281	166.341947247705	121.839314444839	96.4238082611168
FUT10	84.5925653568534	79.2570454533181	115.797695546747	106.681660203789
FUT11	142.626999729578	100.783650391256	100.693648301519	107.707445398056
FUT2	125.905213554386	136.009003926064	91.6312199543827	93.3464526783152
FUT3	646.247853947124	701.571624568261	311.143373251695	261.575224538136
FUT4	55.083530930044	49.9025841743114	71.4924902940788	64.6244672388336
FUT5	1.96726896178729	0.978482042633557	4.02774593206078	3.0773555828016
FUT6	68.854413662555	92.9557940501879	29.2011580074406	24.6188446624128
FUT7	0.983634480893644	0	0	0
FUT8	2374.49363687726	2284.75556954936	2359.2521797046	2335.71288734641
FUT9	250.826792627879	230.92176206152	275.900596346163	333.38018813684
FUZ	228.203199567325	260.276223340526	235.623137025556	242.085305847059
FXC1	567.557095475632	500.004323785748	574.960731801676	561.104501264158
FXN	170.1687651946	190.803998313544	171.179202112583	171.306127442622
FXR1	2158.09405108065	2212.34789839447	2472.0290658023	2372.64115434003
FXR2	791.825757119383	769.086885509976	624.300619469421	633.93525005713
FXYD1	1.96726896178729	0	0	1.0257851942672
FXYD2	0	0	0	0
FXYD3	1821.69105861503	2055.7907715731	1712.79895760885	1493.54324285304
FXYD4	0	1.95696408526711	0	0
FXYD5	330.501185580264	418.790314247162	295.032389523452	282.09092842348
FXYD6	27.541765465022	19.5696408526711	158.089027833386	147.713067974477
FXYD6-FXYD2	0	0	0	0
FXYD7	0	0	0	0
FYB	0	0	2.01387296603039	1.0257851942672
FYCO1	1194.13225980488	943.256689098749	1194.22666885602	1331.46918215883
FYN	57.0507998918313	60.6658866432806	119.825441478808	99.5011638439184
FYTTD1	1308.23385958855	1164.39363073393	1101.58851241862	1065.79081684362
FZD1	712.151364166998	682.001983715589	1910.15850827982	1820.76871982428
FZD10	77.7071239905979	89.0418658796537	16.1109837282431	20.515703885344
FZD2	123.937944592599	120.353291243928	234.61620054254	234.904809487189
FZD3	379.682909624946	325.834520196975	337.32372181009	383.643662655933
FZD4	54.0998964491504	44.0316919185101	76.5271727091548	81.0370303471088
FZD5	393.453792357457	366.930765987584	628.328365401481	607.264835006182
FZD6	1282.65936308531	1171.24300503237	1088.49833813943	1162.21462510474
FZD7	98.3634480893644	93.9342760928215	54.3745700828205	58.4697560732304
FZD8	71.805317105236	84.1494556664859	70.4855538110636	67.7018228216352
FZD9	6.88544136625551	5.87089225580134	4.02774593206078	4.1031407770688
FZR1	892.156474170535	848.343930963294	817.632424208338	831.911792550699
G0S2	0	0	0	1.0257851942672
G2E3	1772.50933457035	1522.51805833782	1361.37812503654	1486.36274649317
G3BP1	3812.56724794376	3684.96337255798	3042.96205167192	3237.37807310728
G3BP2	4418.48608817425	3870.87496065835	3447.75051784403	3317.38931826013
G6PC	0	0	0	0
G6PC2	0	0	0	0
G6PC3	853.794729415683	936.407314800314	714.924902940788	617.522686948854
G6PD	6536.25112553826	7405.15209865076	2270.64176919926	2222.87651597702
GAA	666.90417804589	736.796978103069	1318.07985626689	1216.5812404009
GAB1	118.036137707237	111.546952860226	247.706374821738	280.039358034946
GAB2	211.481413392133	154.600162736102	194.338741221933	202.079683270638
GAB3	17.7054206560856	14.6772306395034	21.1456661433191	22.5672742738784
GAB4	0	0	0	0
GABARAP	2198.42306479729	2796.50167784671	3114.454541966	2597.28811188455
GABARAPL1	400.339233723713	386.500406840255	555.828938624387	489.299537665454
GABARAPL2	625.591529848357	767.129921424709	621.279810020375	619.574257337389
GABARAPL3	0	0	3.02080944904558	0
GABBR1	76.7234895097042	99.8051683486228	99.6867118185043	121.04265292353
GABBR2	416.077385418011	368.887730072851	594.092524978965	656.502524331008
GABPA	859.696536301044	726.033675634099	892.145723951462	851.401711241776
GABPB1	544.933502415079	504.896733998916	409.823148587184	456.474411448904
GABPB2	461.324571539119	411.940939948728	340.344531259136	390.824159015803
GABRA1	0	0	0	0
GABRA2	0.983634480893644	0	0	0
GABRA3	0	0	2.01387296603039	2.0515703885344
GABRA4	0	0	0	0
GABRA5	0	0	0	0
GABRA6	0	0	0	0
GABRB1	115.085234264556	60.6658866432806	5.03468241507597	7.1804963598704
GABRB2	82.6252963950661	69.4722250269826	48.3329511847293	63.5986820445664
GABRB3	572.475267880101	463.800488208306	824.680979589444	827.808651773631
GABRD	8.85271032804279	11.7417845116027	7.04855538110636	11.2836371369392
GABRE	40.3290137166394	45.9886560037772	108.749140165641	110.784800980858
GABRG1	0	0	0	0
GABRG2	0	0	0	0
GABRG3	0	0	0	0
GABRP	0	1.95696408526711	10.0693648301519	9.2320667484048
GABRQ	11.8036137707237	5.87089225580134	2.01387296603039	5.128925971336
GABRR1	0	0	1.00693648301519	0
GABRR2	2.95090344268093	2.93544612790067	2.01387296603039	1.0257851942672
GABRR3	0	0	0	0
GAD1	199.67779962141	228.964797976252	287.983834142346	277.987787646411
GAD2	0	0	1.00693648301519	0
GADD45A	842.974750125853	926.622494373979	332.289039395014	372.360025518994
GADD45B	247.875889185198	289.630684619533	135.936425207051	112.836371369392
GADD45G	52.1326274873631	65.5582968564483	90.6242834713675	64.6244672388336
GADD45GIP1	789.858488157596	890.418658796537	633.363047816557	573.413923595365
GADL1	0	0	0	0
GAGE1	0	0	0	0
GAGE10	0	0	1.00693648301519	1.0257851942672
GAGE12B	0	0	0	0
GAGE12C	0	0	0	0
GAGE12D	0	0	0	0
GAGE12E	0	0	0	0
GAGE12F	0	0	0	0
GAGE12G	0	0	0	0
GAGE12H	0	0	0	0
GAGE12I	0	0	0	0
GAGE12J	0	0	0	0
GAGE13	0	0	0	0
GAGE2A	0	0	0	0
GAGE2B	0	0	0	0
GAGE2C	0	0	0	0
GAGE2D	0	0	0	0
GAGE2E	0	0	0	0
GAGE4	0	0	0	0
GAGE5	0	0	0	0
GAGE6	0	0	0	0
GAGE7	0	0	0	0
GAGE8	0	0	0	0
GAK	2039.07427889252	2096.88701736371	1988.69955395501	1996.17798804397
GAL	44.263551640214	96.8697222207222	12.0832377961823	17.4383483025424
GAL3ST1	0	0	0	0
GAL3ST2	35.4108413121712	35.2253535348081	17.1179202112583	29.7477706337488
GAL3ST3	0.983634480893644	0	1.00693648301519	0
GAL3ST4	0.983634480893644	1.95696408526711	6.04161889809117	14.3609927197408
GALC	772.15306750151	679.066537587689	932.42318327207	861.659563184448
GALE	1925.95631358975	2044.0489870615	784.403520268837	779.596747643072
GALK1	267.548578803071	311.157289557471	341.351467742151	276.962002452144
GALK2	356.075682083499	371.823176200752	258.782676134905	263.62679492667
GALM	381.650178586734	396.285227266591	362.49713388547	299.529276726022
GALNS	95.4125446466834	85.1279377091195	103.714457750565	100.526949038186
GALNT1	1712.50763123583	1621.3447446438	1992.72729988707	1894.62525381152
GALNT10	4010.27777860338	3756.39256167023	2911.05337239693	2818.85771384627
GALNT11	450.504592249289	458.908077995138	719.959585355864	672.915087439283
GALNT12	991.503556740793	1077.30872893955	1073.3942908942	1070.91974281496
GALNT13	274.434020169327	238.749618402588	269.858977448072	313.890269445763
GALNT14	352.141144159924	374.758622328652	263.817358549981	289.27142478335
GALNT2	1228.55946663616	1231.90889167565	1325.128411648	1278.12835205693
GALNT3	2345.96823693134	2182.01495507283	1442.93998016077	1474.05332416197
GALNT4	15.7381516942983	4.89241021316779	8.05549186412156	6.1547111656032
GALNT5	831.171136355129	634.056363626545	484.336448330309	646.244672388336
GALNT6	3631.57850345933	3484.3745538181	3073.17014616237	3071.200871636
GALNT7	3188.94298705719	2854.23211836209	2337.09957707827	2483.42595532089
GALNT8	0.983634480893644	0	0	0
GALNT9	0	1.95696408526711	3.02080944904558	5.128925971336
GALNTL1	50.1653585255758	41.0962457906094	74.5132997431244	84.1143859299104
GALNTL2	0	0.978482042633557	4.02774593206078	1.0257851942672
GALNTL4	137.70882732511	143.836860267133	222.532962746358	189.770260939432
GALNTL5	0	0	0	0
GALNTL6	0	2.93544612790067	1.00693648301519	5.128925971336
GALP	0	0	1.00693648301519	0
GALR1	0	0	0	0
GALR2	64.9198757389805	71.4291891122497	50.3468241507597	41.031407770688
GALR3	0.983634480893644	0	0	2.0515703885344
GALT	189.841454812473	224.072387763085	301.074008421543	288.245639589083
GAMT	184.923282408005	254.405331084725	321.212738081847	306.709773085893
GAN	82.6252963950661	54.7949943874792	55.3815065658357	64.6244672388336
GANAB	11131.7914202734	11058.8040458445	9251.73240594361	9053.58012460231
GANC	109.183427379194	93.9342760928215	135.936425207051	125.145793700598
GAP43	0	0	0	0
GAPDH	68881.9554280201	79403.8177597132	44756.3127970594	40154.3614295896
GAPDHS	58.034434372725	45.9886560037772	64.4439349129725	95.3980230668496
GAPT	0	0	0	0
GAPVD1	1553.15884533106	1397.27235688072	1491.2729313455	1645.35945160459
GAR1	447.553688806608	543.057533661624	372.566498715622	376.463166296062
GARNL3	16.7217861751919	11.7417845116027	40.2774593206078	50.2634745190928
GARS	7669.39804752774	8287.74290110623	4124.41183443024	3992.35597608794
GART	3258.78103520064	3126.25012621422	2175.98973979584	2192.10296014901
GAS1	0	0.978482042633557	0	0
GAS2	0.983634480893644	0	4.02774593206078	2.0515703885344
GAS2L1	268.532213283965	265.168633553694	245.692501855707	236.956379875723
GAS2L2	0	0	0	1.0257851942672
GAS2L3	227.219565086432	141.879896181866	115.797695546747	158.996705111416
GAS5	1158.72141849271	1371.83182377225	3411.50080445548	3016.83425633984
GAS6	44.263551640214	48.9241021316779	103.714457750565	98.4753786496512
GAS7	3.93453792357457	2.93544612790067	4.02774593206078	4.1031407770688
GAS8	237.055909895368	210.373639166215	243.678628889677	283.116713617747
GAST	0.983634480893644	0	0	0
GATA1	0	0	0	0
GATA2	140.659730767791	179.062213801941	113.783822580717	108.733230592323
GATA3	43.2799171593203	42.074727833243	18.1248566942735	13.3352075254736
GATA4	0	0	0	0
GATA5	0	0	0	0
GATA6	36.3944757930648	43.0532098758765	22.1526026263343	24.6188446624128
GATAD1	846.909288049427	738.753942188336	1235.51106465964	1259.66421856012
GATAD2A	1417.41728696774	1383.57360828385	1054.26249771691	1154.0083435506
GATAD2B	4494.22594320306	4152.67778893682	4498.99220611189	4690.91569338391
GATC	2545.64603655275	2964.80058917968	2403.55738495727	2160.30361912672
GATM	134.757923882429	95.8912401780886	125.867060376899	115.913726952194
GATS	153.446979019408	131.116593712897	414.85783100226	442.113418729163
GATSL1	0	0	1.00693648301519	1.0257851942672
GATSL2	6.88544136625551	0.978482042633557	3.02080944904558	2.0515703885344
GATSL3	36.3944757930648	44.0316919185101	43.2982687696534	46.160333742024
GBA	517.391736950056	574.368959025898	421.906386383367	378.514736684597
GBA2	1021.0125911676	1042.08337540474	1113.67175021481	1090.40966150603
GBA3	0	0	0	1.0257851942672
GBAP1	28.5253999459157	34.2468714921745	46.3190782186989	42.0571929649552
GBAS	1945.62900320763	1919.78176764704	2414.63368627044	2201.33502689741
GBE1	638.378778099975	628.185471370744	527.634717099962	538.53722699028
GBF1	1789.23112074554	1652.65617000808	1495.30067727756	1535.600435818
GBGT1	19.6726896178729	19.5696408526711	24.1664755923647	24.6188446624128
GBP1	4.91817240446822	1.95696408526711	2.01387296603039	5.128925971336
GBP1P1	0.983634480893644	2.93544612790067	1.00693648301519	0
GBP2	69.8380481434487	75.3431172827839	47.3260147017141	38.9798373821536
GBP3	353.124778640818	379.65103254182	317.184992149786	317.993410222832
GBP4	0	1.95696408526711	1.00693648301519	1.0257851942672
GBP5	0	0	0	0
GBP6	0.983634480893644	0	0	0
GBP7	20.6563240987665	17.612676767404	25.1734120753799	16.4125631082752
GBX1	0	0	0	0
GBX2	24.5908620223411	37.1823176200752	16.1109837282431	23.5930594681456
GC	0	0	0	0
GCA	353.124778640818	374.758622328652	418.885576934321	405.185151735544
GCAT	355.092047602605	390.414335010789	293.018516557422	273.884646869342
GCC1	504.604488698439	504.896733998916	467.21852811905	481.093256111317
GCC2	1061.34160488424	848.343930963294	883.083295604326	1022.7078386844
GCDH	418.044654379799	520.552446681052	440.03124307764	413.391433289682
GCET2	63.9362412580868	53.8165123448456	54.3745700828205	55.3924004904288
GCFC1	801.66210192832	791.591972490548	856.902947045931	993.985853244917
GCFC1-AS1	60.9853378154059	51.8595482595785	80.5549186412156	97.449593455384
GCFC2	325.583013175796	318.98514589854	330.275166428984	346.715395662314
GCG	0	0	0	0
GCGR	0	0	1.00693648301519	0
GCH1	342.304799350988	347.361125134913	160.102900799416	146.68728278021
GCHFR	571.491633399207	693.743768227192	550.794256209311	551.872434515754
GCK	0	0	0	0
GCKR	0	0	0	0
GCLC	1077.07975657854	1093.94292366432	1517.4532799039	1523.29101348679
GCLM	554.769847224015	492.176467444679	277.914469312194	281.065143229213
GCM1	0	0	0	0
GCM2	0	0	0	0
GCN1L1	5277.1989899944	4706.49862506741	3889.7956338877	4262.13748218022
GCNT1	934.452756848961	887.483212668636	1701.72265629568	1793.07251957907
GCNT2	265.581309841284	250.491402914191	129.89480630896	124.120008506331
GCNT3	2734.50385688433	2695.71802745545	1184.15730402587	1208.37495884676
GCNT4	0	3.91392817053423	0	0
GCNT7	2.95090344268093	1.95696408526711	6.04161889809117	7.1804963598704
GCOM1	0	0	0	0
GCSH	16.7217861751919	20.5481228953047	14.0971107622127	9.2320667484048
GDA	1.96726896178729	0.978482042633557	2.01387296603039	2.0515703885344
GDAP1	439.684612959459	426.618170588231	291.004643591391	257.472083761067
GDAP1L1	0	0	1.00693648301519	0
GDAP2	286.23763394005	319.963627941173	293.018516557422	288.245639589083
GDE1	2913.52533240697	3117.44378783051	3675.31816300546	3429.19990443525
GDEP	0	0	0	0
GDF1	0	0	0	0
GDF10	0	0	0	0
GDF11	717.069536571466	669.281717161353	557.842811590418	579.568634760968
GDF15	6849.04689046244	7951.14507844029	1667.48681587316	1613.56011058231
GDF2	0	0	0	0
GDF3	0	0	0	0
GDF5	0.983634480893644	0	0	3.0773555828016
GDF6	0	0	0	0
GDF7	0	0	1.00693648301519	0
GDF9	0	6.8493742984349	6.04161889809117	3.0773555828016
GDI1	1593.4878590477	1794.53606618994	1441.93304367776	1338.6496785187
GDI2	2848.60545666799	2955.01576875334	2930.18516557422	2730.64018713929
GDNF	2.95090344268093	2.93544612790067	1.00693648301519	1.0257851942672
GDPD1	92.4616412040025	85.1279377091195	171.179202112583	164.125631082752
GDPD2	0.983634480893644	0	0	1.0257851942672
GDPD3	47.2144550828949	55.7734764301128	70.4855538110636	58.4697560732304
GDPD4	1.96726896178729	0	1.00693648301519	0
GDPD5	139.676096286897	225.050869805718	178.227757493689	199.002327687837
GEM	36.3944757930648	23.4835690232054	8.05549186412156	10.257851942672
GEMIN2	1239.37944592599	1351.28370087694	1048.22087881882	1051.42982412388
GEMIN4	892.156474170535	1022.51373455207	749.160743363305	774.467821671736
GEMIN5	790.84212263849	775.936259808411	598.120270911026	657.528309525275
GEMIN6	219.350489239283	267.125597638961	174.200011561629	154.893564334347
GEMIN7	159.34878590477	250.491402914191	185.276312874796	176.435053413958
GEMIN8	67.8707791816614	67.5152609417155	114.790759063732	95.3980230668496
GEMIN8P4	14.7545172134047	26.419015151106	13.0901742791975	19.4899186910768
GEN1	1156.75414953092	989.245345102526	887.111041536386	1129.38949888819
GET4	853.794729415683	941.299725013482	826.694852555475	743.69426584372
GFAP	36.3944757930648	38.1607996627087	6.04161889809117	10.257851942672
GFER	468.210012905374	503.918251956282	570.932985869615	543.666152961616
GFI1	55.083530930044	61.6443686859141	48.3329511847293	49.2376893248256
GFI1B	0	0	0	0
GFM1	1202.00133565203	1150.69488213706	937.457865687146	1001.16634960479
GFM2	1048.55435663262	1011.7504320831	896.173469883523	882.175267069792
GFOD1	15.7381516942983	7.82785634106846	13.0901742791975	15.386777914008
GFOD2	179.021475522643	155.578644778736	141.978044105142	127.197364089133
GFPT1	1549.22430740749	1324.86468572584	1431.86367884761	1506.87845037852
GFPT2	14.7545172134047	13.6987485968698	13.0901742791975	7.1804963598704
GFRA1	0	0	0	0
GFRA2	0	0	0	0
GFRA3	103.281620493833	127.202665542362	924.367691407949	809.344518276821
GFRA4	0	0	0	0
GFRAL	0	0	0	0
GGA1	811.498446737256	857.150269346996	911.277517128751	903.716756149403
GGA2	1411.51548008238	1376.72423398541	1577.86946888481	1595.0959770855
GGA3	1137.08145991305	1098.83533387748	1200.26828775411	1212.47809962383
GGCT	2084.32146501363	2309.21762061519	2188.07297759202	2018.74526231785
GGCX	1683.98223128992	1840.52472219372	1673.52843477125	1721.26755598036
GGH	837.072943240491	892.375622881804	758.223171710442	777.545177254538
GGN	0.983634480893644	2.93544612790067	5.03468241507597	4.1031407770688
GGNBP1	0	0	1.00693648301519	0
GGNBP2	753.464012364531	795.505900661082	954.575785898404	927.309815617549
GGPS1	529.19535072078	506.853698084183	485.343384813324	434.932922369293
GGT1	42.2962826784267	45.9886560037772	28.1942215244254	26.6704150509472
GGT3P	4.91817240446822	2.93544612790067	6.04161889809117	7.1804963598704
GGT5	0.983634480893644	0	0	1.0257851942672
GGT6	40.3290137166394	46.9671380464107	188.297122323841	145.661497585942
GGT7	193.775992736048	199.610336697246	288.990770625361	288.245639589083
GGT8P	7.86907584714915	7.82785634106846	4.02774593206078	6.1547111656032
GGTA1P	2.95090344268093	3.91392817053423	8.05549186412156	7.1804963598704
GGTLC1	0.983634480893644	0	0	0
GGTLC2	0	0	0	1.0257851942672
GH1	0	0	0	0
GH2	0	0	0	0
GHDC	231.154103010006	244.620510658389	268.852040965057	226.698527933051
GHITM	4259.13730226948	4298.47161328922	2900.98400756678	2739.87225388769
GHR	88.5271032804279	88.0633838370202	324.233547530893	282.09092842348
GHRH	0	0	0	0
GHRHR	0	0	0	0
GHRL	3.93453792357457	8.80633838370201	6.04161889809117	9.2320667484048
GHRLOS	7.86907584714915	9.78482042633557	15.1040472452279	14.3609927197408
GHRLOS2	6.88544136625551	5.87089225580134	10.0693648301519	11.2836371369392
GHSR	0	0	0	0
GIF	0	0	0	0
GIGYF1	820.351157065299	854.214823219095	1455.02321795696	1394.04207900913
GIGYF2	1540.37159707945	1427.60530020236	1443.94691664379	1632.02424407912
GIMAP1	0	0	0	0
GIMAP1-GIMAP5	0	0	0	0
GIMAP2	2.95090344268093	4.89241021316779	7.04855538110636	8.2062815541376
GIMAP4	0.983634480893644	0	1.00693648301519	0
GIMAP5	0	0	0	0
GIMAP6	0	0	0	0
GIMAP7	0	0	0	0
GIMAP8	0	0	0	0
GIN1	109.183427379194	129.15962962763	120.832377961823	124.120008506331
GINS1	819.367522584405	699.614660482993	581.002350699767	604.187479423381
GINS2	312.795764924179	373.780140286019	284.9630246933	284.142498812014
GINS3	250.826792627879	247.55595678629	274.893659863148	260.549439343869
GINS4	270.499482245752	280.824346235831	179.234693976705	188.744475745165
GIP	2.95090344268093	0.978482042633557	0	0
GIPC1	2471.87345048573	2822.92069299781	1651.37583214492	1691.51978534661
GIPC2	4.91817240446822	1.95696408526711	4.02774593206078	4.1031407770688
GIPC3	63.9362412580868	82.1924915812188	49.3398876677445	49.2376893248256
GIPR	22.6235930605538	23.4835690232054	44.3052052526686	65.6502524331008
GIT1	1546.27340396481	1409.01414139232	1724.88219540503	1680.23614820967
GIT2	494.768143889503	454.994149824604	516.558415786795	503.660530385195
GJA1	2.95090344268093	2.93544612790067	1.00693648301519	1.0257851942672
GJA10	0	0	0	0
GJA3	5.90180688536186	8.80633838370201	8.05549186412156	7.1804963598704
GJA4	0	0	0	0
GJA5	0.983634480893644	0.978482042633557	0	0
GJA8	0	0	0	0
GJA9	0	0	0	0
GJA9-MYCBP	0	0	1.00693648301519	0
GJB1	0	0.978482042633557	0	0
GJB2	77.7071239905979	94.9127581354551	33.2289039395014	29.7477706337488
GJB3	337.38662694652	337.576304708577	109.756076648656	94.3722378725824
GJB4	90.4943722422152	91.9773120075544	29.2011580074406	24.6188446624128
GJB5	47.2144550828949	58.7089225580134	25.1734120753799	26.6704150509472
GJB6	0.983634480893644	0	0	0
GJB7	41.312648197533	45.0101739611436	82.568791607246	80.0112451528416
GJC1	267.548578803071	219.179977549917	225.553772195404	237.98216506999
GJC2	5.90180688536186	4.89241021316779	1.00693648301519	4.1031407770688
GJC3	1.96726896178729	1.95696408526711	6.04161889809117	1.0257851942672
GJD2	0	0	0	0
GJD3	114.101599783663	110.568470817592	116.804632029763	107.707445398056
GJD4	0	0	1.00693648301519	0
GK	35.4108413121712	31.3114253642738	33.2289039395014	46.160333742024
GK2	0	0	0	0
GK3P	6.88544136625551	3.91392817053423	3.02080944904558	5.128925971336
GK5	675.756888373933	551.863872045326	491.385003711415	547.769293738685
GKAP1	39.3453792357457	45.0101739611436	95.6589658864435	89.2433119012464
GKN1	0	0	0	0
GKN2	0	0.978482042633557	0	0
GLA	829.203867393342	949.127581354551	584.023160148813	513.918382327867
GLB1	672.805984931252	636.991809754446	732.042823152046	640.089961222733
GLB1L	71.805317105236	59.687404600647	97.6728388524739	82.062815541376
GLB1L2	591.16432301708	581.218333324333	522.600034684886	492.376893248256
GLB1L3	1.96726896178729	11.7417845116027	4.02774593206078	2.0515703885344
GLCCI1	411.159213013543	366.930765987584	856.902947045931	858.582207601647
GLCE	601.98430230691	479.456200890443	899.194279332569	965.263867805435
GLDC	0	0.978482042633557	1.00693648301519	0
GLDN	8.85271032804279	8.80633838370201	81.5618551242308	114.887941757926
GLE1	1454.7953972417	1370.85334172961	1365.4058709686	1268.89628530853
GLG1	1897.43091364384	1794.53606618994	1657.41745104301	1666.9009406842
GLI1	0	3.91392817053423	2.01387296603039	0
GLI2	5.90180688536186	5.87089225580134	8.05549186412156	8.2062815541376
GLI3	60.9853378154059	54.7949943874792	39.2705228375926	57.4439708789632
GLI4	97.3798136084707	118.39632715866	177.220821010674	170.280342248355
GLIPR1	1017.07805324403	959.89088382352	584.023160148813	641.115746417
GLIPR1L1	0.983634480893644	2.93544612790067	2.01387296603039	1.0257851942672
GLIPR1L2	2.95090344268093	1.95696408526711	3.02080944904558	2.0515703885344
GLIPR2	67.8707791816614	53.8165123448456	138.957234656097	129.248934477667
GLIS1	0	0	1.00693648301519	0
GLIS2	343.288433831882	327.791484282242	398.746847274017	373.385810713261
GLIS3	48.1980895637885	37.1823176200752	32.2219674564862	38.9798373821536
GLIS3-AS1	1.96726896178729	1.95696408526711	1.00693648301519	2.0515703885344
GLMN	203.612337544984	256.362295169992	210.449724950176	207.208609241974
GLO1	3061.07050454102	3119.40075191578	2001.78972823421	1899.75417978285
GLOD4	1102.65425308177	1056.76060604424	1192.21279588999	1207.34917365249
GLOD5	0	0	0	1.0257851942672
GLP1R	0	0	1.00693648301519	0
GLP2R	0.983634480893644	0	0	0
GLRA1	0	0.978482042633557	1.00693648301519	0
GLRA2	0	0	0	0
GLRA3	1.96726896178729	1.95696408526711	2.01387296603039	1.0257851942672
GLRA4	0	0	0	0
GLRB	364.928392411542	403.134601565026	409.823148587184	420.571929649552
GLRX	395.421061319245	415.854868119262	118.818504995793	120.016867729262
GLRX2	91.4780067231089	128.181147584996	59.4092524978965	63.5986820445664
GLRX3	1523.64981090425	1740.7195538451	1324.12147516498	1262.74157414292
GLRX5	924.616412040025	1084.15810323798	955.58272238142	859.607992795914
GLS	1286.59390100889	1117.42649268752	892.145723951462	923.20667484048
GLS2	170.1687651946	150.686234565568	203.401169569069	232.853239098654
GLT1D1	0	0	0	0
GLT25D1	1097.73608067731	1158.52273847813	858.916820011961	848.324355658975
GLT25D2	26.5581309841284	32.2899074069074	27.1872850414103	24.6188446624128
GLT6D1	0	0	0	0
