A375_vitro_vehicle_rep1	A375_vitro_vehicle_rep2	A375_vitro_vehicle_rep3	A375_vitro_vem_6h_rep1	A375_vitro_vem_6h_rep2	A375_vitro_vem_6h_rep3	A375_vitro_vem_48h_rep1	A375_vitro_vem_48h_rep2	A375_vitro_vem_48h_rep3
CRYM	0	0	0	0	0	0	0	1.03263694642842	0
CRYM-AS1	4.19831605084533	6.50769853701867	4.70458885002248	8.84383754977778	8.44411392111168	7.99278988135464	3.30818288428291	2.06527389285683	4.41708266120484
CRYZ	630.796986639511	547.731293532404	662.406110083165	559.127062869284	465.270677053254	551.50250181347	334.126471312574	463.653988946359	462.689408761207
CRYZL1	147.990640792298	168.115545539649	182.538047380872	159.189075896	190.836974617124	156.430316249369	260.519402137279	214.788484857111	187.726013101206
CS	2410.88299219793	3023.91058686801	2744.65713510312	2575.52202421862	2822.02287243552	2900.24089980583	2643.23812454205	3360.20062367807	3384.58958914821
CSAD	231.956961809205	81.3462317127333	103.500954700495	226.991830444296	170.571101206456	121.033675346227	554.120633117388	335.607007589235	321.342763602652
CSAG1	533.186138457357	594.369799714372	802.602857813835	521.786415436889	657.7964744546	743.329458965982	692.237268536199	891.165684767723	739.861345751811
CSAG2	0	0	0	0	0	0	0	0	0
CSAG3	0	0	0	0	0	0	0	0	0
CSDA	2362.60235761321	2913.27971173869	3028.81430164447	1699.98210679062	2167.60404354937	2521.15429400444	1287.71018770712	1710.04678328546	1845.23628171832
CSDAP1	54.5781086609893	86.7693138269155	60.2187372802878	50.1150794487408	44.7538037818919	61.6586647990215	40.5252403324657	48.5339364821356	36.4409319549399
CSDC2	1.04957901271133	3.25384926850933	2.82275331001349	0.982648616641976	0	0	0.827045721070728	2.06527389285683	1.10427066530121
CSDE1	8290.62462140682	9708.40160080901	8690.31652376153	9280.13353556682	8561.48710461513	8383.29475841511	9096.67588605694	8774.31613380225	8914.77708097667
CSE1L	5454.6621290608	3862.31908172058	3838.00358384834	5988.2606698162	3617.45840380424	3596.75544660959	1214.9301642529	1235.03378792839	1280.9539717494
CSF1	149.040219805009	161.60784700263	179.715294070859	126.761671546815	167.193455638011	210.096191167036	144.733001187377	243.702319357106	262.816418341688
CSF1R	1.04957901271133	0	2.82275331001349	0.982648616641976	2.5332341763335	3.42548137772342	8.27045721070728	5.16318473214208	13.2512479836145
CSF2	2.09915802542267	2.16923284567289	10.3500954700495	0	0	2.28365425181561	0	0	0
CSF2RA	0	0	0	0	0	0	0	0	0
CSF2RB	0	0	0	0	0	1.14182712590781	0	1.03263694642842	0
CSF3	0	0	0.940917770004496	0	0	0	0	0	0
CSF3R	0	0	0.940917770004496	0	0	0	0	0	0
CSGALNACT1	409.33581495742	683.30834638696	756.497887083615	202.425615028247	238.968423967461	174.699550263894	286.984865211543	217.886395696396	167.849141125784
CSGALNACT2	473.360134732811	443.608116940106	436.585845282086	299.707828075803	363.941309999913	343.68996489825	394.500808950737	288.105708053528	329.07265825976
CSH1	0	0	0	0	0	0	0	0	0
CSH2	0	0	0	0	0	0	0	0	0
CSHL1	0	0	0	0	0	0	0	0	0
CSK	1318.27123996543	1285.27046106119	1528.0504584873	988.544508341828	930.541354106507	1251.44252999496	782.385252132908	1210.2505012141	1018.13755340772
CSMD1	25.189896305072	74.8385331757147	48.9277240402338	38.3232960490371	62.4864430162264	50.2403935399435	81.0504806649313	82.6109557142733	75.0904052404823
CSMD2	2.09915802542267	0	0.940917770004496	0.982648616641976	0.844411392111168	1.14182712590781	2.48113716321218	0	1.10427066530121
CSMD3	7.34705308897933	7.59231495985511	5.64550662002698	7.86118893313581	15.199405058001	11.4182712590781	74.4341148963655	37.174930071423	35.3366612896387
CSN1S1	0	0	0	0	0	0	0	0	0
CSN1S2AP	0	0	0	0	0	0	0	0	0
CSN1S2BP	0	0	0	0	0	0	0	0	0
CSN2	0	0	0	0	0	0	0	0	0
CSN3	0	0	0	0	0	0	0	0	0
CSNK1A1	3254.74451841784	2920.87202669854	2612.92864730249	3067.82898115625	3196.09711914077	3168.57027439416	3299.9124270722	2779.8586597853	2909.75320306869
CSNK1A1L	13.6445271652473	6.50769853701867	12.2319310100585	7.86118893313581	11.8217594895564	4.56730850363122	9.09750293177801	7.22845862499891	6.62562399180726
CSNK1A1P1	2.09915802542267	0	0.940917770004496	1.96529723328395	0.844411392111168	1.14182712590781	2.48113716321218	2.06527389285683	2.20854133060242
CSNK1D	2063.47233899048	2103.07124387987	2213.03859505058	1624.31816330919	1939.61296767935	1949.09890392463	2457.9798830222	2409.14199601749	2256.02496921037
CSNK1E	1299.37881773663	1616.0784700263	1302.23019368622	842.129864462173	844.411392111168	855.228517304947	861.781641355698	952.091264607	861.331118934944
CSNK1G1	519.54161129211	511.938951578802	453.522365142167	681.958139949531	445.004803642586	480.709220007186	514.422438505993	392.402039642798	509.068776703858
CSNK1G2	1005.49669417746	973.985547707127	996.431918434762	801.841271179852	831.7452212295	812.980913646358	699.680680025836	812.685276839164	746.486969743618
CSNK1G2-AS1	1.04957901271133	0	0.940917770004496	1.96529723328395	0	0	0.827045721070728	0	0
CSNK1G3	1069.52101395285	1109.56260056168	985.140905194708	951.203860909432	903.52018955895	793.569852505925	845.240726934284	821.979009357019	848.079870951329
CSNK2A1	1596.40967833394	1765.75553637773	1497.94108984716	1554.55011152761	1555.40578426877	1580.2887422564	943.6591677417	997.52729024985	1032.49307205663
CSNK2A1P	730.506992847088	939.277822176361	680.283547713251	829.355432445828	735.482322528827	702.223682433301	476.378335336739	441.968613071362	482.566280736629
CSNK2A2	646.540671830181	780.92382444224	629.473988133008	641.66954666721	672.15146812049	630.288573501109	871.706190008547	890.133047821295	843.662788290124
CSNK2B	1490.40219805009	1579.20151164986	1926.99959296921	1334.4368213998	1399.18967672821	1461.53872116199	1138.01491219332	1447.75699889264	1229.05325048025
CSPG4	10349.8986443465	18471.0176809046	14450.6151117291	5040.98740337334	4511.69006804997	4906.43116002584	2799.54976582441	3370.52699314235	3894.76263651737
CSPG4P1Y	0	0	0	0	0	0	0	0	0
CSPG5	15.74368519067	26.0307941480747	17.8774376300854	25.5488640326914	26.1767531554462	19.4110611404327	23.9843259110511	34.0770192321377	19.8768719754218
CSPP1	379.947602601503	343.823406039153	299.21185086143	433.348039939111	309.898980904799	250.06014057381	253.075990647643	206.527389285683	248.460899692772
CSRNP1	306.477071711709	313.454146199732	368.839765841763	113.004590913827	150.305227795788	180.408685893433	129.019132487034	114.622701053554	125.886855844338
CSRNP2	575.169298965811	427.338870597559	375.426190231794	599.415656151605	460.204208700587	480.709220007186	635.171113782319	552.460766339203	584.15918194434
CSRNP3	7.34705308897933	17.3538627653831	4.70458885002248	18.6703237161975	21.9546961948904	12.5600983849859	62.0284290803046	29.9464714464241	50.7964506038556
CSRP1	2048.77823281252	1723.45549588711	2022.03228773966	1670.50264829136	1347.68058180942	1663.64212244767	3954.93263816022	2972.96176876741	2765.09374591423
CSRP2	433.476132249781	171.369394808158	176.892540760845	486.411065237778	361.40807582358	440.745270600413	1157.03696377795	499.796282071353	654.832504523617
CSRP2BP	286.535070470194	246.207927983873	231.465771421106	351.788204757827	327.631620139133	272.896683091966	411.868769093222	425.446421928507	369.930672875905
CSRP3	0	0	0	0	0	0	0	0	0
CST1	0	0	0	0	0.844411392111168	0	0	0	0
CST11	0	0	0	0	0	0	0	0	0
CST2	5.24789506355667	5.42308211418222	8.46825993004047	1.96529723328395	4.22205696055584	5.70913562953903	1.65409144214146	2.06527389285683	3.31281199590363
CST3	1304.62671280019	1604.1476893751	2042.73247867976	1129.06326052163	1627.18075259822	1715.02434311352	1900.55106702053	2083.86135789254	2120.19967737832
CST4	0	0	0	0	0	0	0	0	0
CST5	0	0	0	0	0	0	0	0	0
CST6	2.09915802542267	1.08461642283644	1.88183554000899	0	0.844411392111168	1.14182712590781	4.13522860535364	5.16318473214208	3.31281199590363
CST7	1.04957901271133	4.33846569134578	0.940917770004496	0.982648616641976	0.844411392111168	7.99278988135464	0.827045721070728	0	2.20854133060242
CST8	0	0	0	0	0	0	0	0	0
CST9	0	0	0	0	0	0	0	0	0
CST9L	0	0	0	0	0	0	0	0	0
CSTA	0	0	0	0	0	0	0	0	1.10427066530121
CSTB	693.771727402191	708.254524112198	1118.75122853535	640.686898050568	805.568468074054	1205.76944495864	569.834501817732	1108.01944351769	1121.93899594603
CSTF1	667.532252084408	636.669840204993	606.8919616529	697.680517815803	710.994392157603	682.812621292868	574.796776144156	628.875900374905	645.998339201208
CSTF2	816.572471889417	630.162141667974	725.447600673467	773.344461297235	745.615259234161	738.762150462351	406.906494766798	361.422931249946	367.722131545303
CSTF2T	600.359195270883	553.154375646587	461.049707302203	627.912466034222	665.3961769836	669.110695781974	558.255861722741	450.229708642789	517.902942026267
CSTF3	843.861526219912	742.962249642964	870.348937254159	1008.19748067467	819.923461739944	835.817456164514	398.636037556091	592.733607249911	600.723241923858
CSTL1	0	0	0	0	0	0	0	0	0
CSTT	0	0	0	0	0	0	0	0	0
CT45A1	56.677266686412	44.4692733362942	50.8095595802428	35.3753501991111	47.2870379582254	44.5312579104044	23.1572801899804	24.783286714282	22.0854133060242
CT45A2	0	0	0	0	0	0	0	0	0
CT45A3	7.34705308897933	2.16923284567289	2.82275331001349	6.87854031649383	5.06646835266701	6.85096275544684	4.96227432642437	0	2.20854133060242
CT45A4	0	0	0	0	0	1.14182712590781	0	1.03263694642842	2.20854133060242
CT45A5	117.552849423669	118.223190089172	112.91013240054	103.178104747407	116.528772111341	129.026465227582	86.8398007124264	98.1005099106995	103.801442538314
CT45A6	31.48737038134	20.6077120338924	18.8183554000899	14.7397292496296	33.7764556844467	47.9567392881279	20.6761430267682	15.4895541964262	15.4597893142169
CT47A1	0	0	0	0	0	0	0	0	0
CT47A10	0	0	0	0	0	0	0	0	0
CT47A11	0	0	0	0	0	0	0	0	0
CT47A12	0	0	0	0	0	0	0	0	0
CT47A2	0	0	0	0	0	0	0	0	0
CT47A3	0	0	0	0	0	0	0	0	0
CT47A4	0	0	0	0	0	0	0	0	0
CT47A5	0	0	0	0	0	0	0	0	0
CT47A6	0	0	0	0	0	0	0	0	0
CT47A7	0	0	0	0	0	0	0	0	0
CT47A8	0	0	0	0	0	0	0	0	0
CT47A9	0	0	0	0	0	0	0	0	0
CT47B1	0	0	0	0	0	0	0	0	0
CT62	0	1.08461642283644	0	0.982648616641976	0	0	0	0	0
CTAG1A	0	0	0	0	0	0	0	0	0
CTAG1B	0	0	0	0	0	0	0	0	0
CTAG2	11.5453691398247	4.33846569134578	5.64550662002698	3.9305944665679	6.75529113688934	7.99278988135464	8.27045721070728	7.22845862499891	8.83416532240968
CTAGE1	7.34705308897933	8.67693138269155	5.64550662002698	5.89589169985185	10.9773480974452	5.70913562953903	5.78932004749509	5.16318473214208	7.72989465710847
CTAGE10P	1.04957901271133	0	0	0	0	0	0.827045721070728	1.03263694642842	3.31281199590363
CTAGE11P	0	3.25384926850933	4.70458885002248	0	1.68882278422234	2.28365425181561	0	3.09791083928525	0
CTAGE15P	0	0	0	0	0	0	0	0	0
CTAGE4	0	0	0	0	0	0	0	1.03263694642842	0
CTAGE5	236.15527786005	273.323338554784	284.157166541358	230.922424910864	244.879303712239	196.394265656143	205.10733882554	211.690574017825	230.792569047953
CTAGE6P	0	0	0	0	0	0	0	0	0
CTAGE7P	6.297474076268	3.25384926850933	0.940917770004496	14.7397292496296	11.8217594895564	9.13461700726245	14.8868229792731	7.22845862499891	12.1469773183133
CTAGE9	0	0	0	0	0	0	0	0	0
CTBP1	1715.01210677032	1701.76316743038	1685.18372607805	1595.82135342657	1679.53425890911	1643.08923418133	1413.42113730987	1817.44102571401	1623.27787799278
CTBP2	1074.76890901641	1395.9013361905	1240.12962086593	871.609322961432	927.163708538062	1044.77182020564	733.589554589736	924.210067053432	802.80477367398
CTBS	218.312434643957	305.861831239877	248.402291281187	201.442966411605	223.76901890946	198.677919907958	272.098042232269	283.975160267814	346.74098890458
CTC1	195.221696364308	376.361898724246	276.629824381322	235.835667994074	274.43370243613	223.79811667793	310.142145401523	249.898141035677	273.8591249947
CTCF	1278.3872374824	1053.16254657419	1089.58277766521	1252.87698621852	1275.06120208786	1222.89685184726	750.13046901115	825.076920196305	778.510819037353
CTCFL	0	0	0.940917770004496	0	0	1.14182712590781	0	0	2.20854133060242
CTDNEP1	1525.03830546957	1677.90160612798	1972.16364592942	1328.54092969995	1778.33039178612	1684.19501071401	1542.44026979691	1865.97496219615	1824.2551390776
CTDP1	335.865284067627	297.184899857186	358.489670371713	306.586368392296	351.275139118246	357.391890409143	300.217596748674	305.660536142811	318.029951606748
CTDSP1	750.448994088603	812.377700704497	823.303048753934	706.524355365581	707.616746589159	653.125116019265	1045.3857914334	1137.96591496411	1012.61620008121
CTDSP2	2157.9344501345	3049.94138101608	2267.61182571084	2307.25895187536	2410.79452447738	2083.83450478175	3700.20255607044	3198.0766230888	3252.07710931206
CTDSPL	268.692227254101	276.577187823293	286.039002081367	173.92880514563	146.083170835232	123.317329598043	132.327315371316	143.53653555355	119.261231852531
CTDSPL2	1110.45459544859	791.769988670604	570.196168622725	1131.02855775491	721.971740255049	664.543387278343	636.82520522446	448.164434749933	515.694400695665
CTF1	0	0	0	0	0	0	0	0	0
CTGF	258.196437126988	136.661669277392	173.128869680827	137.570806329877	68.3973227610046	291.165917106491	123.229812439538	84.6762296071301	147.972269150362
CTH	90.2637950931747	118.223190089172	142.078583270679	124.796374313531	135.105822737787	383.653914305023	100.072532249558	83.6435926607017	109.32279586482
CTHRC1	946.720269465623	992.424026895347	1067.9416689551	627.912466034222	629.930898514931	448.738060481768	277.887362279765	396.532587428512	345.636718239279
CTIF	196.271275377019	364.431118073045	352.844163751686	216.182695661235	286.255461925686	351.682754779604	307.661008238311	460.556078107074	474.83638607952
CTLA4	15.74368519067	7.59231495985511	22.5820264801079	2.94794584992593	5.91087974477818	9.13461700726245	0	1.03263694642842	0
CTNNA1	9383.23637363932	9761.547805528	10085.6975766782	9848.10443598588	11135.25302777	11917.2497130998	13494.07798499	11631.6225645697	12572.1215244543
CTNNA2	0	0	0	0	0.844411392111168	0	0.827045721070728	0	1.10427066530121
CTNNA3	0	0	0	0	0	1.14182712590781	0	3.09791083928525	1.10427066530121
CTNNAL1	1810.52379692705	1135.59339470976	899.517388124298	1895.52918150237	1172.88742364241	961.418440014373	1460.56274341091	721.813225553463	750.904052404823
CTNNB1	5661.42919456493	5770.15936948988	5515.65996776636	5007.57735040751	5155.97596023079	4950.96241793625	4557.84896882078	4913.2865911064	4703.08876351785
CTNNBIP1	1089.46301519436	796.10845436195	707.570163043381	663.287816233334	497.358309953478	461.298158866754	690.583177094058	656.757097928473	638.268444544099
CTNNBL1	773.539732368253	791.769988670604	907.044730284334	762.535326514173	856.233151600724	867.788615689933	553.293587396317	686.703569374897	663.666669846027
CTNND1	23.0907382796493	24.9461777252382	16.9365198600809	25.5488640326914	40.5317468213361	26.2620238958795	33.0818288428291	18.5874650357115	32.0238492937351
CTNND2	1.04957901271133	7.59231495985511	4.70458885002248	0	6.75529113688934	3.42548137772342	10.7515943739195	13.4242803035694	8.83416532240968
CTNS	499.599610050595	473.977376779526	652.99693238312	600.398304768247	710.149980765492	921.4544906076	909.750293177801	1087.36670458912	1057.89129735856
CTPS	2220.90919089718	1549.91686823328	1602.38296231766	1633.16200085896	1238.75151222708	1464.96420253972	493.746295479225	561.754498857058	499.130340716147
CTPS2	322.220756902379	388.292679375447	292.625426471398	390.111500806864	357.186018863024	307.1514968692	386.23035174003	452.294982535646	393.120356847231
CTR9	1148.2394399062	1019.53943746626	1003.9592605948	1280.39114748449	1314.74853751709	1197.77665507729	955.237807836691	944.862805982001	877.895178914462
CTRB1	0	0	0	0	0	0	0	0	0
CTRB2	0	0	0	0	0	0	0	0	0
CTRC	0	0	0	1.96529723328395	0	0	0	0	1.10427066530121
CTRL	60.8755827372573	39.046191222112	38.5776285701843	46.1844849821729	50.6646835266701	50.2403935399435	56.2391090328095	64.0234906785618	65.1519692527714
CTSA	1708.71463269405	2055.34812127506	3274.39383961565	1915.18215383521	2838.06668888564	3516.82754779604	5831.4993792697	9721.24421367711	10128.3705421427
CTSB	2193.62013656669	3122.61068134612	4024.30530230923	2008.5337724162	2456.39273965139	3159.4356573869	3130.3680542527	3810.43033232086	3671.69996212652
CTSC	3813.12055318027	4285.31948662679	4409.14067024107	3055.0545491399	3008.63779009209	3000.72168688571	2332.26893341945	2470.06757585677	2449.27233563808
CTSD	2611.3525836258	2591.14863415627	4056.29650648938	2602.05353686795	3147.12125839832	4222.47671160707	4702.58197000816	6148.32037903479	6963.53081538943
CTSE	9.446211114402	7.59231495985511	6.58642439003147	7.86118893313581	0.844411392111168	3.42548137772342	1.65409144214146	2.06527389285683	0
CTSF	842.811947207201	1219.10885926816	1272.12082504608	851.956350628593	1255.63974006931	959.134785762557	2805.33908587191	2771.59756421387	2349.88797576097
CTSG	0	0	0	0	0	0	0	0	0
CTSH	116.503270410958	196.315572533396	159.01510313076	134.622860479951	179.859626519679	163.281279004816	176.160738588065	199.298930660684	191.038825097109
CTSK	427.178658173513	572.677471257643	516.563855732468	431.382742705827	531.134765637925	443.028924852229	2521.66240354465	3194.97871224952	3146.06712544315
CTSL1	1441.07198445266	1586.79382660972	2137.76517345022	1112.35823403872	1234.52945526653	1653.3656783145	883.284830103537	1156.55337999983	1116.41764261952
CTSL1P2	0	0	0	0	0	0	0	0	0
CTSL1P8	0	0	0	0	0	0	0	0	0
CTSL2	6.297474076268	5.42308211418222	12.2319310100585	10.8091347830617	12.6661708816675	11.4182712590781	6.61636576856582	1.03263694642842	4.41708266120484
CTSL3	0	0	0	0	0	0	0	0	0
CTSO	27.2890543304947	48.80773902764	39.5185463401888	71.7333490148642	105.551424013896	70.793281806284	334.126471312574	247.83286714282	228.58402771735
CTSS	37.784844457608	55.3154375646587	56.4550662002698	21.6182695661235	43.9093923897807	62.8004919249293	200.972110220187	278.811975535672	280.484748986507
CTSW	12.594948152536	3.25384926850933	6.58642439003147	11.7917833997037	3.37764556844467	3.42548137772342	1.65409144214146	1.03263694642842	4.41708266120484
CTSZ	3380.6939999432	4810.27383527963	5969.18233290852	2850.66363687837	4025.30910619394	4277.28441365064	4441.23552214981	4887.47066744569	5225.40878820532
CTTN	3741.7491803159	4343.88877345996	5035.79190506406	3154.30205942074	4291.29869470896	4400.60174324869	5106.18028189067	7086.98736333822	6607.95566116244
CTTNBP2	0	0	0.940917770004496	0	0	1.14182712590781	0	0	0
CTTNBP2NL	442.922343364183	412.154240677849	382.95353239183	429.417445472543	360.563664431469	366.526507416406	560.736998885953	444.033886964219	472.627844748918
CTU1	163.734325982968	101.953943746626	165.601527520791	138.553454946519	158.7493417169	135.877427983029	124.056858160609	86.741503499987	102.697171873013
CTU2	355.807285309142	258.138708635074	271.925235531299	295.777233609235	295.543987238909	323.137076631909	215.85893319946	227.180128214252	228.58402771735
CTXN1	250.849384038009	411.069624255012	337.789479431614	200.460317794963	281.188993573019	219.230808174299	133.981406813458	133.210166089266	161.223517133977
CTXN2	0	0	0.940917770004496	0	0	0	0	0	0
CTXN3	0	0	0	0.982648616641976	0	0	0	0	0
CUBN	34.636107419474	18.4384791882196	7.52734216003597	45.2018363655309	61.6420316241153	28.5456781476952	531.790398648478	247.83286714282	314.717139610845
CUEDC1	673.829726160676	553.154375646587	507.154678032423	436.295985789037	441.627158074141	572.055390079811	1049.52102003875	798.228359589166	740.965616417112
CUEDC2	623.449933550532	790.685372247768	822.36213098393	568.953549035704	790.369063016053	718.20926219601	978.395088026671	1192.69567312482	1124.14753727663
CUL1	1515.59209435517	1280.93199536984	1268.35715396606	1420.9098996643	1335.85882231987	1372.47620534118	875.841418613901	938.66698430343	875.686637583859
CUL2	823.919524978397	656.192935816049	685.929054333278	804.789217029778	694.10616431538	769.591482861861	635.171113782319	656.757097928473	661.458128515425
CUL3	988.703429974076	929.516274370833	1012.42752052484	995.423048658321	958.406930046176	906.610737970798	740.205920358301	748.661786160602	743.174157747714
CUL4A	2579.86521324446	2464.2485126844	2407.80857344151	2416.33294832262	2082.31849294614	2450.36101219815	1755.81806583316	2054.94752339255	2166.57904532097
CUL4B	1208.06544363074	1061.83947795688	1116.86939299534	1359.00303681585	1199.06417679786	1108.71413925648	1568.0786871501	1502.48675705335	1563.64726206651
CUL5	614.00372243613	488.0773902764	461.049707302203	665.253113466618	542.11211373537	544.651539058024	686.447948488704	475.012995357071	486.983363397834
CUL7	548.929823648027	828.646947047044	734.856778373512	684.906085799457	928.008119930174	855.228517304947	1463.87092629519	1630.53373841047	1453.22019553639
CUL9	411.434972982843	383.954213684101	361.312423681727	449.070417805383	374.918658097359	383.653914305023	504.497889853144	471.915084517786	515.694400695665
CUTA	772.490153355541	849.254659080936	1292.82101598618	714.385544298716	917.030771832728	1180.64924818867	897.34460736174	1318.67738058909	1230.15752114555
CUTC	265.543490215967	238.615613024018	259.693304521241	288.898693292741	208.569613851458	274.038510217873	143.078909745236	140.438624714265	138.033833162651
CUX1	1102.0579633469	1724.54011230995	1283.41183828613	1149.69888147111	1377.23498053331	1250.30070286905	1814.53831202918	1953.74910264256	2135.65946669254
CUX2	2.09915802542267	1.08461642283644	0.940917770004496	0	0	0	0	0	1.10427066530121
CUZD1	0	0	0	0	0	0	0	0	0
CWC15	659.135619982717	618.231361016773	682.16538325326	658.374573150124	651.885594709822	687.379929796499	459.837420915325	628.875900374905	504.651694042653
CWC22	688.523832338635	593.285183291535	507.154678032423	586.64122413526	537.045645382703	445.312579104044	492.092204037083	430.60960666065	411.892958157351
CWC25	410.385393970131	316.707995468242	285.098084311362	410.747121756346	376.607480881581	341.406310646434	374.65171164504	240.604408517821	266.129230337592
CWC27	407.236656931997	412.154240677849	382.012614621825	368.493231240741	483.847727679699	428.185172215427	284.50372804833	325.280638124951	346.74098890458
CWF19L1	574.119719953099	388.292679375447	440.349516362104	567.970900419062	418.828050487139	461.298158866754	304.352825354028	307.725810035668	309.195786284339
CWF19L2	349.509811232874	272.238722131948	252.165962361205	344.909664441333	346.208670765579	307.1514968692	235.708030505157	204.462115392826	229.688298382652
CWH43	0	0	0	0	0	0	0	0	0
CX3CL1	7.34705308897933	16.2692463425467	9.40917770004496	10.8091347830617	12.6661708816675	6.85096275544684	2.48113716321218	7.22845862499891	4.41708266120484
CX3CR1	0	0	0	0	0	0	0.827045721070728	3.09791083928525	1.10427066530121
CXADR	49.3302135974327	80.2616152898969	76.2143393703642	111.039293680543	119.906417679786	92.4879971985323	56.2391090328095	42.3381148035651	32.0238492937351
CXADRP2	0	0	0	0	0	1.14182712590781	0	0	0
CXADRP3	0	0	0	0.982648616641976	0.844411392111168	0	1.65409144214146	0	0
CXCL1	130.147797576205	81.3462317127333	133.610323340638	7.86118893313581	9.28852531322285	6.85096275544684	6.61636576856582	21.6853758749967	5.52135332650605
CXCL10	0	1.08461642283644	0	0.982648616641976	0	0	0	1.03263694642842	1.10427066530121
CXCL11	0	0	0	0	0	0	0.827045721070728	0	0
CXCL12	0	0	0	0	0	0	0	0	0
CXCL13	0	0	0	0	0	0	0	0	0
CXCL14	1.04957901271133	0	0.940917770004496	0	0	0	0	3.09791083928525	1.10427066530121
CXCL16	140.643587703319	213.66943529878	200.415485010958	156.241130046074	189.992563225013	223.79811667793	261.34644785835	270.550879964245	256.190794349881
CXCL17	0	3.25384926850933	0	0.982648616641976	0	0	0	0	0
CXCL2	14.6941061779587	23.8615613024018	23.5229442501124	5.89589169985185	5.91087974477818	10.2764441331703	2.48113716321218	11.3590064107126	3.31281199590363
CXCL3	24.1403172923607	50.9769718733129	92.2099414604406	4.91324308320988	5.91087974477818	6.85096275544684	4.13522860535364	1.03263694642842	3.31281199590363
CXCL5	0	0	0	0	0	0	0	0	0
CXCL6	0	0	0.940917770004496	0	0	0	0	0	0
CXCL9	0	0	0	0	0	0	0.827045721070728	0	1.10427066530121
CXCR1	0	0	0.940917770004496	0	0	0	0	0	0
CXCR2	1.04957901271133	0	1.88183554000899	0	2.5332341763335	4.56730850363122	0	3.09791083928525	5.52135332650605
CXCR2P1	0	0	0	0	0	0	0	0	0
CXCR3	0	0	0	0	0.844411392111168	0	0	0	0
CXCR4	0	0	0.940917770004496	0	0	0	0	0	0
CXCR5	13.6445271652473	3.25384926850933	4.70458885002248	5.89589169985185	11.8217594895564	15.9855797627093	14.0597772582024	13.4242803035694	14.3555186489157
CXCR6	1.04957901271133	1.08461642283644	0	1.96529723328395	0	2.28365425181561	0.827045721070728	1.03263694642842	1.10427066530121
CXCR7	0	0	0.940917770004496	0	0	1.14182712590781	0	0	0
CXXC1	755.69688915216	491.331239544909	630.414905903012	648.548086983704	674.684702296823	650.84146176745	569.007456096661	584.472511678484	673.605105833738
CXXC11	0	0	0	0	0	0	0	0	0
CXXC1P1	0	0	0	0	0	0	0	0	0
CXXC4	23.0907382796493	41.2154240677849	31.9912041801529	33.4100529658272	65.8640885846711	45.6730850363123	47.1416061010315	70.2193123571323	73.9861345751811
CXXC5	231.956961809205	221.261750258635	161.837856440773	196.529723328395	162.126987285344	166.70676038254	354.802614339342	271.583516910673	344.532447573977
CXorf1	0	1.08461642283644	0	0	0.844411392111168	0	0.827045721070728	1.03263694642842	2.20854133060242
CXorf21	0	0	0	0	0.844411392111168	1.14182712590781	0	0	0
CXorf22	0	0	0	0	0	1.14182712590781	1.65409144214146	2.06527389285683	3.31281199590363
CXorf23	131.197376588917	131.23858716321	90.3281059204316	151.327886962864	151.149639187899	125.600983849859	274.579179395482	170.385096160689	203.185802415423
CXorf26	344.261916169317	389.377295798284	488.336322632334	287.916044676099	361.40807582358	388.221222808654	222.475298968026	296.366803624955	228.58402771735
CXorf27	1.04957901271133	1.08461642283644	3.76367108001799	1.96529723328395	0.844411392111168	1.14182712590781	0	0	1.10427066530121
CXorf28	4.19831605084533	5.42308211418222	4.70458885002248	2.94794584992593	8.44411392111168	3.42548137772342	15.7138687003438	9.29373251785575	7.72989465710847
CXorf30	0	0	0	0	0	0	0.827045721070728	0	0
CXorf31	0	0	0	0.982648616641976	2.5332341763335	0	0.827045721070728	2.06527389285683	0
CXorf36	0	0	0	0	0	0	0	0	0
CXorf38	536.334875495491	570.50823841197	448.817776292145	530.630252986667	444.160392250474	357.391890409143	557.428816001671	503.926829857067	439.499724789881
CXorf40A	111.255375347401	65.0769853701867	98.7963658504721	92.3689699643457	111.462303758674	122.175502472135	119.921629555256	125.981707464267	93.8630065506028
CXorf40B	298.080439610019	246.207927983873	256.870551211228	291.846639142667	265.989588515018	355.108236157328	259.692356416209	230.278039053537	248.460899692772
CXorf41	0	0	0	0	0	0	0	0	0
CXorf48	5.24789506355667	4.33846569134578	9.40917770004496	3.9305944665679	2.5332341763335	5.70913562953903	8.27045721070728	2.06527389285683	4.41708266120484
CXorf49	0	0	0	0	0	0	0	0	0
CXorf49B	0	0	0	0	0	0	0	0	0
CXorf51A	0	0	0	0	0	0	0	0	0
CXorf51B	0	0	0	0	0	0	0	0	0
CXorf56	468.112239669255	338.400323924971	381.071696851821	398.955338356642	400.250999860694	357.391890409143	353.975568618271	344.900740107091	357.783695557592
CXorf57	51.4293716228553	42.3000404906213	43.2822174202068	64.8548086983704	68.3973227610046	57.0913562953903	57.893200474951	56.7950320535629	47.483638607952
CXorf58	0	0	0	0.982648616641976	3.37764556844467	1.14182712590781	4.13522860535364	1.03263694642842	0
CXorf59	0	0	0	0	0	0	0.827045721070728	1.03263694642842	1.10427066530121
CXorf61	33.5865284067627	22.7769448795653	36.6957930301754	30.4621071159012	35.4652784686691	67.3678004285606	17.3679601424853	33.0443822857093	25.3982253019278
CXorf64	0	0	0	0	0	0	0	0	0
